attempt,stop_addr,stop_fn,delay,target,bitflip,code,seed
0,0x080190fa,xTaskGenericNotify_ret_dup,0.265,0x200089f8,64,-3,3735928559
2,0x080001bc,memset,0.138,0x20000180,8,-3,3735928559
3,0x080025e4,xTaskIncrementTick,0.559,0x20008233,64,-3,3735928559
4,0x08004720,vListInsert_dup,0.541,0x20001802,8,-3,3735928559
5,0x0801949c,xTaskGenericNotify_ret_dup,0.621,0x20006279,64,-3,3735928559
0,0x080001bc,memset,0.217,0x20002fb8,64,0,3735928559
1,memcpy,"<Timer_Stack+1840>,",0.734,0x20004af6,32,0,3735928559
2,0x080216a0,vTaskSuspend_dup,0.966,0x2000a3ba,2,0,3735928559
3,0x080023e0,xTaskIncrementTick,0.191,0x2000976f,16,0,3735928559
4,0x08002a54,xTaskIncrementTick,0.167,0x200078a9,4,0,3735928559
5,0x080143b0,Multiply_dup,0.813,0x2000d474,2,0,3735928559
6,0x0801501e,vTaskBufferTestSend,0.336,0x20003e28,16,0,3735928559
7,0x0800036c,pvPortMalloc,0.451,0x2000d150,128,1,3735928559
8,0x080036a6,prvIdleTask,0.676,0x20000ebe,8,1,3735928559
9,0x08009a2c,prvAddCurrentTaskToDelayedList_dup,0.216,0x2000406b,8,0,3735928559
10,0x080150d6,vTaskBufferTestSend,0.584,0x2000397c,2,0,3735928559
11,0x0800f45e,prvCheckTasksWaitingTermination_dup,0.549,0x200002f9,128,1,3735928559
12,0x08013f2e,Initialize_dup,0.696,0x200032e9,64,0,3735928559
13,0x08001e4e,xTaskIncrementTick,0.277,0x2000b143,2,0,3735928559
14,0x080036a6,prvIdleTask,0.797,0x200082c9,16,0,3735928559
15,0x08019ae6,prvInitialiseNewTimer_dup,0.704,0x20000c48,16,1,3735928559
16,0x08003700,prvIdleTask,0.524,0x20009f56,1,0,3735928559
17,0x0800322c,vTaskSwitchContext,0.832,0x2000a6ba,128,0,3735928559
18,0x08013bbc,vTaskDelay_dup,0.423,0x2000bda6,8,0,3735928559
19,0x08014356,Multiply_dup,0.701,0x20009c9b,8,0,3735928559
20,0x08014384,Multiply_dup,0.925,0x2000d2ba,32,1,3735928559
21,0x080001a6,memcpy,0.455,0x2000b423,32,0,3735928559
22,memset,"<ucHeap+18832>,",0.144,0x200007bd,4,1,3735928559
23,memset,"<ucHeap+18832>,",0.134,0x2000a351,4,0,3735928559
24,0x08015ed6,crc32buf_ret_dup,0.996,0x20007813,1,0,3735928559
25,0x08015e68,crc32buf_ret_dup,0.759,0x2000a045,8,0,3735928559
26,0x08018cc4,xTimerGetPeriod_ret_dup,0.881,0x2000343b,16,0,3735928559
27,0x08022f70,PendSV_Handler,0.496,0x2000670b,64,0,3735928559
28,0x080001b6,memset,0.045,0x20001fb6,2,1,3735928559
29,0x0800137e,xTaskResumeAll,0.131,0x20000c33,16,1,3735928559
30,0x08000f04,pvPortMalloc_to_duplicate,0.709,0x200032ea,1,0,3735928559
31,0x080036b0,prvIdleTask,0.907,0x20002672,16,1,3735928559
32,0x080143c0,Multiply_dup,0.929,0x20001018,4,1,3735928559
33,0x08007554,prvUnlockQueue_dup,0.861,0x2000ac67,16,0,3735928559
34,0x0800362c,xBackupRestoreCallVoidFunction,0.931,0x2000beb8,8,0,3735928559
35,0x0800f6ae,prvInitialiseTaskLists_dup,0.05,0x2000c572,1,0,3735928559
36,0x08002aee,xTaskIncrementTick,0.308,0x20000a15,32,1,3735928559
37,0x0800dae2,prvCopyDataToQueue_ret_dup,0.185,0x20008a8a,32,0,3735928559
38,0x08003756,prvIdleTask,0.784,0x200002e1,4,1,3735928559
39,memset,"<ucHeap+8304>,",0.086,0x20000c37,4,1,3735928559
40,0x08022f1e,vPortExitCritical,0.541,0x200031ea,16,0,3735928559
41,0x08015f72,crc32buf_ret_dup,0.745,0x20000ad6,16,1,3735928559
42,0x080001bc,memset,0.115,0x2000aab5,128,0,3735928559
43,0x08022f20,vPortExitCritical,0.688,0x2000066f,64,1,3735928559
44,memset,"<ucHeap+8304>,",0.089,0x2000cfb9,8,0,3735928559
45,0x08018c4e,xTimerGetPeriod_ret_dup,0.856,0x2000b93e,32,1,3735928559
46,0x0800324e,vTaskSwitchContext,0.283,0x200007fc,2,1,3735928559
47,0x080036a6,prvIdleTask,0.778,0x20008d6c,2,0,3735928559
48,0x0800f442,prvCheckTasksWaitingTermination_dup,0.518,0x200073bc,8,0,3735928559
49,0x08022f20,vPortExitCritical,0.713,0x2000cc7a,1,0,3735928559
50,0x08002ac6,xTaskIncrementTick,0.175,0x2000cc6a,32,0,3735928559
51,0x080061ae,xTaskRemoveFromEventList_ret_dup,0.335,0x200091bc,16,0,3735928559
52,0x08005242,vListInsert_dup,0.326,0x2000221e,32,1,3735928559
53,0x08003094,vTaskSwitchContext,0.241,0x20006c08,1,0,3735928559
54,memset,"<ucHeap+8304>,",0.087,0x200094e3,1,0,3735928559
55,0x08014304,Multiply_dup,0.595,0x20001532,2,1,3735928559
56,0x080036fe,prvIdleTask,0.202,0x200022e0,16,1,3735928559
57,0x08021e74,vTaskResume_dup,0.819,0x20007c46,16,0,3735928559
58,0x0800f5da,prvCheckTasksWaitingTermination_dup,0.657,0x2000c75e,8,0,3735928559
59,0x0800f466,prvCheckTasksWaitingTermination_dup,0.711,0x2000bf8c,32,0,3735928559
60,memset,"<ucHeap+3040>,",0.061,0x20005760,16,0,3735928559
61,0x08005292,vListInsert_dup,0.515,0x2000babb,2,0,3735928559
62,0x0800f45c,prvCheckTasksWaitingTermination_dup,0.574,0x200017e1,8,1,3735928559
63,0x0800f462,prvCheckTasksWaitingTermination_dup,0.542,0x20007718,4,0,3735928559
64,0x08001d16,xTaskResumeAll,0.898,0x20009a27,4,0,3735928559
65,0x080036ba,prvIdleTask,0.867,0x2000d4fe,32,0,3735928559
66,0x08002aec,xTaskIncrementTick,0.155,0x20004364,64,0,3735928559
67,0x080001b6,memset,0.738,0x200037f6,32,0,3735928559
68,0x080001bc,memset,0.146,0x2000585d,1,0,3735928559
69,0x08015e50,crc32buf_ret_dup,0.88,0x20002e81,16,0,3735928559
70,0x0800463c,uxListRemove_ret_dup,0.301,0x20002827,4,0,3735928559
71,0x080001c8,pvPortMalloc,0.335,0x2000bf74,32,0,3735928559
72,0x0800f3de,prvCheckTasksWaitingTermination_dup,0.952,0x20006a41,8,0,3735928559
73,0x08015e58,crc32buf_ret_dup,0.618,0x2000513b,8,0,3735928559
74,0x080001bc,memset,0.069,0x20005ed2,128,0,3735928559
75,0x0800370a,prvIdleTask,0.57,0x2000c53d,2,0,3735928559
76,0x0800370a,prvIdleTask,0.947,0x20000eba,8,1,3735928559
77,0x0800f5fc,vListInitialise_dup,0.051,0x20000e04,8,1,3735928559
78,0x080036ba,prvIdleTask,0.963,0x20008fbf,2,0,3735928559
79,memset,"<ucHeap+8304>,",0.083,0x20004628,2,0,3735928559
80,0x080046ea,uxListRemove_ret_dup,0.941,0x2000c378,32,1,3735928559
81,0x08009a9e,prvAddCurrentTaskToDelayedList_dup,0.601,0x20009c0d,8,0,3735928559
82,0x080036da,prvIdleTask,0.224,0x2000a1b3,2,0,3735928559
83,0x080001bc,memset,0.287,0x2000969e,64,0,3735928559
84,0x080036ae,prvIdleTask,0.692,0x200072ac,128,0,3735928559
85,0x080001b6,memset,0.232,0x2000b942,4,1,3735928559
86,0x0800521e,vListInsert_dup,0.657,0x2000b85d,1,0,3735928559
87,0x08001d18,xTaskResumeAll,0.931,0x2000aa2a,32,0,3735928559
88,0x08018a02,xTimerCreate_ret_dup,0.684,0x2000191d,128,1,3735928559
89,memset,"<ucHeap+8>,",0.046,0x200087a7,4,0,3735928559
90,0x08014306,Multiply_dup,0.817,0x20001e7d,64,1,3735928559
91,0x0802483a,Reset_Handler,0.012,0x2000ab27,64,0,3735928559
92,0x0800bcc8,xQueueGenericSend_ret_dup,0.45,0x20009e65,2,0,3735928559
93,0x08015ea4,crc32buf_ret_dup,0.742,0x200009fa,32,1,3735928559
94,0x0800f3de,prvCheckTasksWaitingTermination_dup,0.828,0x20009830,64,0,3735928559
95,0x08012e74,prvTaskIsTaskSuspended_ret_dup,0.263,0x200016e7,16,1,3735928559
96,0x080036a2,prvIdleTask,0.91,0x2000bc68,4,0,3735928559
97,0x08015ed6,crc32buf_ret_dup,0.746,0x20001cfd,2,1,3735928559
98,0x0800f5d4,prvCheckTasksWaitingTermination_dup,0.227,0x200098a4,4,0,3735928559
99,0x08013b32,vTaskDelay_dup,0.669,0x20005b1c,128,0,3735928559
100,0x08000210,pvPortMalloc,0.34,0x20002f4c,4,0,3735928559
101,0x08005260,vListInsert_dup,0.541,0x200008b4,64,1,3735928559
102,0x0800f886,vListInitialiseItem_dup,0.104,0x20005e02,16,0,3735928559
103,0x0800f3e0,prvCheckTasksWaitingTermination_dup,0.339,0x2000cf38,1,0,3735928559
104,0x08013fee,Initialize_dup,0.474,0x20006a9d,128,0,3735928559
105,0x08013f5a,Initialize_dup,0.92,0x2000b31b,4,0,3735928559
106,0x080142cc,Multiply_dup,0.703,0x200007b4,16,1,3735928559
107,0x08003362,vTaskSwitchContext,0.729,0x20009719,64,0,3735928559
108,0x0801437e,Multiply_dup,0.593,0x200058e0,4,0,3735928559
109,memset,"<ucHeap+8304>,",0.085,0x20000600,1,1,3735928559
110,0x0800f5ec,prvCheckTasksWaitingTermination_dup,0.909,0x2000b1f5,1,0,3735928559
111,0x08000694,vPortFree,0.644,0x2000d1e0,128,0,3735928559
112,0x080001bc,memset,0.101,0x20000cf5,4,1,3735928559
113,0x08002492,xTaskIncrementTick,0.413,0x20001c4e,4,1,3735928559
114,0x080213de,vTaskSuspend_dup,0.956,0x20001e26,4,1,3735928559
115,0x08003696,prvIdleTask,0.58,0x20000cd6,128,1,3735928559
116,0x080128ce,prvAddNewTaskToReadyList_dup,0.129,0x200085a7,64,0,3735928559
117,0x08002406,xTaskIncrementTick,0.291,0x20007871,16,0,3735928559
118,0x0800c542,xQueueGenericSend_ret_dup,0.44,0x200057c0,128,0,3735928559
119,0x0800f5d4,prvCheckTasksWaitingTermination_dup,0.462,0x2000c479,1,0,3735928559
120,0x08015f58,crc32buf_ret_dup,0.746,0x200044a6,16,0,3735928559
121,0x08015eb8,crc32buf_ret_dup,0.499,0x200024f6,16,1,3735928559
122,0x0800da54,prvCopyDataToQueue_ret_dup,0.16,0x2000043c,64,1,3735928559
123,0x080036a2,prvIdleTask,0.154,0x2000ad4f,16,0,3735928559
124,0x080036fc,prvIdleTask,0.212,0x2000811a,4,0,3735928559
125,0x08003718,prvIdleTask,0.558,0x2000599f,16,0,3735928559
126,0x08009bf6,prvAddCurrentTaskToDelayedList_dup,0.266,0x20004616,128,0,3735928559
127,0x080036d6,prvIdleTask,0.666,0x2000814f,2,-1,3735928559
128,0x08015f24,crc32buf_ret_dup,0.382,0x20003b80,1,0,3735928559
129,0x080145f6,RandomInteger_ret_dup,0.354,0x200090c5,4,0,3735928559
130,0x08015e40,crc32buf_ret_dup,0.88,0x20004974,128,0,3735928559
131,0x0800f3f2,prvCheckTasksWaitingTermination_dup,0.248,0x20003eb5,64,0,3735928559
132,0x08003764,prvIdleTask,0.28,0x20003b20,16,0,3735928559
133,0x08014e32,vTaskBufferTestReceive,0.408,0x2000d377,8,0,3735928559
134,0x080001bc,memset,0.059,0x2000d57e,64,0,3735928559
135,0x080036a6,prvIdleTask,0.782,0x2000cf81,1,0,3735928559
136,0x08015454,vTaskTimerTest,0.631,0x2000aa2c,32,0,3735928559
137,0x0802483a,Reset_Handler,0.026,0x2000b3fc,32,0,3735928559
138,0x08024828,Reset_Handler,0.005,0x200018be,2,0,3735928559
139,0x08010e7a,vQueueAddToRegistry_dup,0.792,0x20005b19,64,0,3735928559
140,0x0800f45c,prvCheckTasksWaitingTermination_dup,0.797,0x20002e27,32,0,3735928559
141,0x0800f5e8,prvCheckTasksWaitingTermination_dup,0.914,0x2000b5a0,2,0,3735928559
142,0x08002e9c,vTaskSwitchContext,0.72,0x2000b985,32,0,3735928559
143,0x080001bc,memset,0.118,0x2000a762,64,0,3735928559
144,0x0800f5d4,prvCheckTasksWaitingTermination_dup,0.782,0x20008f43,8,0,3735928559
145,memset,"<xStack>,",0.723,0x200006e9,1,1,3735928559
146,0x08009a0e,prvAddCurrentTaskToDelayedList_dup,0.818,0x20004cb8,32,0,3735928559
147,0x08012b00,prvAddNewTaskToReadyList_dup,0.08,0x20003d71,4,0,3735928559
148,0x0800f436,prvCheckTasksWaitingTermination_dup,0.712,0x2000c43a,4,0,3735928559
149,0x0802227e,vTaskResume_dup,0.896,0x20005ba6,64,0,3735928559
150,0x0800f41e,prvCheckTasksWaitingTermination_dup,0.3,0x2000d5a1,32,0,3735928559
151,memset,"<xStack>,",0.718,0x2000bb2d,16,0,3735928559
152,0x08014140,Multiply_dup,0.817,0x20004328,1,0,3735928559
153,0x080143fa,Multiply_dup,0.818,0x200008e4,8,1,3735928559
154,0x08015ec8,crc32buf_ret_dup,0.877,0x2000c22c,2,0,3735928559
155,0x0800a614,prvProcessReceivedCommands_dup,0.959,0x20002ce9,1,0,3735928559
156,memset,"<xStack>,",0.292,0x2000290e,4,0,3735928559
157,0x08003694,prvIdleTask,0.789,0x200069d9,128,0,3735928559
158,0x0802028e,fnTaskTest_dup,0.965,0x20003d65,16,0,3735928559
159,0x08011aac,prvInitialiseNewTask_dup,0.096,0x200081bb,1,0,3735928559
160,0x08024840,Reset_Handler,0.014,0x20000308,16,1,3735928559
161,0x0801291c,prvAddNewTaskToReadyList_dup,0.162,0x2000890e,1,0,3735928559
162,0x08015ec4,crc32buf_ret_dup,0.872,0x2000047e,16,1,3735928559
163,0x08022eea,vPortExitCritical,0.829,0x2000cba1,16,0,3735928559
164,0x0800371e,prvIdleTask,0.274,0x200004dd,8,1,3735928559
165,0x08002506,xTaskIncrementTick,0.404,0x20007a57,2,0,3735928559
166,0x0800ac66,prvProcessReceivedCommands_dup,0.739,0x200054ae,64,-3,3735928559
167,0x08004c86,prvInsertTimerInActiveList_ret_dup,0.261,0x20005d2d,8,0,3735928559
168,0x08003692,prvIdleTask,0.732,0x200048bb,4,0,3735928559
169,memset,"<ucHeap+3040>,",0.062,0x2000bafd,2,0,3735928559
170,0x080080b4,xTaskResumeAll_ret_dup,0.288,0x200036bd,8,0,3735928559
171,0x08015f1e,crc32buf_ret_dup,0.5,0x20000235,1,1,3735928559
172,0x08011dd0,prvInitialiseNewTask_dup,0.317,0x200071cd,8,0,3735928559
173,0x08024828,Reset_Handler,0.006,0x2000a1b9,16,0,3735928559
174,0x0800f634,vListInitialise_dup,0.055,0x20003b83,8,0,3735928559
175,0x08018f38,xTimerIsTimerActive_ret_dup,0.541,0x2000063e,16,1,3735928559
176,0x08014778,vTaskTaskTest,0.233,0x20007b9c,16,0,3735928559
177,0x08015ec8,crc32buf_ret_dup,0.755,0x200024ef,2,1,3735928559
178,0x08019654,vTimerSetReloadMode_dup,0.235,0x2000016e,4,1,3735928559
179,0x08001f00,xTaskIncrementTick,0.21,0x20006950,8,0,3735928559
180,0x080189d8,xTimerCreate_ret_dup,0.704,0x2000545d,16,1,3735928559
181,0x080036a0,prvIdleTask,0.575,0x20004f24,8,0,3735928559
182,0x08015f62,crc32buf_ret_dup,0.891,0x2000a8e4,16,0,3735928559
183,0x08003522,vBackupSig,0.248,0x20008847,16,0,3735928559
184,0x08015ebe,crc32buf_ret_dup,0.89,0x2000890d,8,0,3735928559
185,0x08015e4e,crc32buf_ret_dup,0.762,0x200083e0,64,0,3735928559
186,0x0802483c,Reset_Handler,0.024,0x20004af2,8,0,3735928559
187,0x08011d5c,prvInitialiseNewTask_dup,0.728,0x2000c4d3,8,0,3735928559
188,0x0800371e,prvIdleTask,0.823,0x200064c5,32,0,3735928559
189,memcpy,"<Timer_Stack+1840>,",0.773,0x20007bbf,8,0,3735928559
190,memcpy,"<prvCheckForValidListAndQueue.ucStaticTimerQueueStorage_dup+128>,",0.3,0x200028ac,8,0,3735928559
191,0x08003242,vTaskSwitchContext,0.183,0x20000010,2,1,3735928559
192,0x080001b6,memset,0.077,0x20000d85,4,1,3735928559
193,0x0802483a,Reset_Handler,0.034,0x20004a7a,64,0,3735928559
194,0x080001bc,memset,0.113,0x20004fae,32,0,3735928559
195,0x0800776a,xTaskResumeAll_ret_dup,0.206,0x200091b0,128,0,3735928559
196,0x08015fa6,crc32buf_ret_dup,0.877,0x2000a364,32,0,3735928559
197,0x0800f6ac,prvInitialiseTaskLists_dup,0.051,0x2000ae03,64,0,3735928559
198,0x08003766,prvIdleTask,0.782,0x2000bc19,4,0,3735928559
199,0x0800f402,prvCheckTasksWaitingTermination_dup,0.309,0x20003717,1,0,3735928559
200,0x080001a6,memcpy,0.255,0x20006039,8,0,3735928559
201,0x08015ee4,crc32buf_ret_dup,0.615,0x20007688,4,0,3735928559
202,0x08004e0c,prvInsertTimerInActiveList_ret_dup,0.773,0x200060e0,4,0,3735928559
203,memset,"<ucHeap+8>,",0.046,0x20007458,16,0,3735928559
204,0x08015f9a,crc32buf_ret_dup,0.748,0x20003e73,4,0,3735928559
205,0x08005cfe,prvCopyDataFromQueue_dup,0.435,0x200066cb,16,0,3735928559
206,0x080111a0,prvInitialiseNewQueue_dup,0.648,0x20004bdb,8,0,3735928559
207,memset,"<ucHeap+11336>,",0.103,0x2000c660,2,0,3735928559
208,0x080036a6,prvIdleTask,0.665,0x20001ba4,16,1,3735928559
209,0x0800f408,prvCheckTasksWaitingTermination_dup,0.97,0x2000bffb,64,0,3735928559
210,0x0802483a,Reset_Handler,0.012,0x2000cc98,16,0,3735928559
211,0x0800f5dc,prvCheckTasksWaitingTermination_dup,0.727,0x2000588e,128,0,3735928559
212,0x080001bc,memset,0.075,0x20007151,2,0,3735928559
213,0x08014418,Multiply_dup,0.7,0x20006fb3,8,0,3735928559
214,0x0802482c,Reset_Handler,0.009,0x20001523,4,1,3735928559
215,0x08001de6,xTaskResumeAll,0.913,0x20004fd5,128,0,3735928559
216,0x0800f46e,prvCheckTasksWaitingTermination_dup,0.56,0x200009ba,2,1,3735928559
217,0x08011ea8,prvInitialiseNewTask_dup,0.149,0x20003111,2,0,3735928559
218,0x08015fb2,crc32buf_ret_dup,0.757,0x2000a7fb,32,0,3735928559
219,0x08015f24,crc32buf_ret_dup,0.748,0x200016e4,32,1,3735928559
220,0x08007a36,xTaskResumeAll_ret_dup,0.724,0x20006188,16,0,3735928559
221,0x0802483c,Reset_Handler,0.014,0x2000d04d,32,0,3735928559
222,0x0800f5c4,prvCheckTasksWaitingTermination_dup,0.407,0x200040b7,4,0,3735928559
223,0x080113b4,prvInitialiseNewQueue_dup,0.152,0x200063d8,64,0,3735928559
224,0x08006834,vTaskSuspendAll_dup,0.732,0x2000810b,1,-1,3735928559
225,0x08014ba0,xTaskCreate_ret_dup,0.068,0x2000224f,1,1,3735928559
226,memset,"<ucHeap+11336>,",0.1,0x20000eca,2,1,3735928559
227,memset,"<ucHeap+18832>,",0.141,0x200005d3,1,1,3735928559
228,0x0800f5ca,prvCheckTasksWaitingTermination_dup,0.205,0x2000ae8d,1,0,3735928559
229,0x0802483a,Reset_Handler,0.021,0x2000a660,1,0,3735928559
230,0x08002994,xTaskIncrementTick,0.217,0x20006a57,4,0,3735928559
231,0x0800f46e,prvCheckTasksWaitingTermination_dup,0.904,0x2000bb47,128,0,3735928559
232,0x080143f2,Multiply_dup,0.594,0x2000b675,1,0,3735928559
233,0x08015f06,crc32buf_ret_dup,0.499,0x200024b0,128,1,3735928559
234,memset,"<ucHeap+5272>,",0.074,0x20003ad2,32,0,3735928559
235,0x08002276,xTaskIncrementTick,0.549,0x2000d75d,16,0,3735928559
236,memset,"<ucHeap+3040>,",0.059,0x20004b24,2,0,3735928559
237,memset,"<ucHeap+18832>,",0.132,0x2000c2c3,1,0,3735928559
238,0x080036de,prvIdleTask,0.427,0x200060a1,2,0,3735928559
239,0x0802482c,Reset_Handler,0.005,0x20003175,16,0,3735928559
240,0x0800f5ea,prvCheckTasksWaitingTermination_dup,0.473,0x200057d0,128,0,3735928559
241,0x080036de,prvIdleTask,0.245,0x200088e5,64,0,3735928559
242,0x080036fa,prvIdleTask,0.985,0x2000a109,4,0,3735928559
243,0x08000698,vPortFree,0.599,0x20009ea3,4,0,3735928559
244,0x0800f42e,prvCheckTasksWaitingTermination_dup,0.332,0x2000344e,4,-3,3735928559
245,0x08015e64,crc32buf_ret_dup,0.869,0x2000af2c,1,0,3735928559
246,0x08015fbe,crc32buf_ret_dup,0.763,0x20008f85,128,0,3735928559
247,0x080032f8,vTaskSwitchContext,0.238,0x2000d10c,1,0,3735928559
248,0x08015e72,crc32buf_ret_dup,0.494,0x2000300e,64,0,3735928559
249,0x08015ec8,crc32buf_ret_dup,0.387,0x20002591,8,1,3735928559
250,0x08015f96,crc32buf_ret_dup,0.386,0x2000b87b,64,0,3735928559
251,0x08015f2a,crc32buf_ret_dup,0.874,0x20004bb9,8,0,3735928559
252,0x08009922,prvAddCurrentTaskToDelayedList_dup,0.256,0x2000bfa0,64,0,3735928559
253,0x0802483a,Reset_Handler,0.022,0x20009dfc,16,0,3735928559
254,0x08015f2a,crc32buf_ret_dup,0.751,0x200043d0,16,0,3735928559
255,0x08017524,vQueueUnregisterQueue_dup,0.47,0x2000bd71,1,0,3735928559
256,0x08009aee,prvAddCurrentTaskToDelayedList_dup,0.428,0x20007908,2,0,3735928559
257,memset,"<ucHeap+18832>,",0.134,0x2000b1fb,2,0,3735928559
258,0x0800f436,prvCheckTasksWaitingTermination_dup,0.778,0x20005ac1,8,0,3735928559
259,0x0800793c,xTaskResumeAll_ret_dup,0.818,0x200042d9,128,0,3735928559
260,memset,"<xStack>,",0.829,0x20008696,8,0,3735928559
261,0x0801436e,Multiply_dup,0.479,0x20009db8,32,0,3735928559
262,0x08003594,vRestoreSig,0.676,0x2000ca41,128,0,3735928559
263,0x08015f6e,crc32buf_ret_dup,0.871,0x2000cd72,1,0,3735928559
264,0x080001bc,memset,0.134,0x2000d7d5,1,0,3735928559
265,0x0800f3ea,prvCheckTasksWaitingTermination_dup,0.184,0x2000a94a,1,0,3735928559
266,memset,"<ucHeap+8>,",0.04,0x2000c59d,4,0,3735928559
267,0x0800bdcc,xQueueGenericSend_ret_dup,0.532,0x200079dc,64,0,3735928559
268,0x0800f5e4,prvCheckTasksWaitingTermination_dup,0.289,0x2000974b,32,0,3735928559
269,memset,"<ucHeap+14600>,",0.123,0x2000127a,16,1,3735928559
270,memset,"<ucHeap+8>,",0.042,0x2000d047,64,0,3735928559
271,0x080236aa,HAL_InitTick,0.148,0x2000c2c9,32,0,3735928559
272,0x080004f6,prvInsertBlockIntoFreeList,0.86,0x2000d079,8,0,3735928559
273,0x080029ea,xTaskIncrementTick,0.49,0x2000acbc,8,0,3735928559
274,0x08002fde,vTaskSwitchContext,0.187,0x200033d2,4,0,3735928559
275,0x0802483c,Reset_Handler,0.013,0x200027b5,2,1,3735928559
276,memset,"<xStack>,",0.312,0x2000adde,8,0,3735928559
277,0x080036d2,prvIdleTask,0.575,0x2000c40e,8,0,3735928559
278,0x08005b36,xTaskGetSchedulerState_ret_dup,0.265,0x200074c2,128,0,3735928559
279,0x080036da,prvIdleTask,0.207,0x200082d9,128,0,3735928559
280,0x08015ed6,crc32buf_ret_dup,0.51,0x200089b4,2,0,3735928559
281,0x08003762,prvIdleTask,0.716,0x200060d7,1,0,3735928559
282,memset,"<ucHeap+18832>,",0.143,0x2000d957,1,0,3735928559
283,0x08003764,prvIdleTask,0.91,0x20004513,64,0,3735928559
284,0x0800240a,xTaskIncrementTick,0.853,0x2000cf6b,16,0,3735928559
285,memset,"<ucHeap+18832>,",0.14,0x20005e0e,4,0,3735928559
286,0x08013bdc,vTaskDelay_dup,0.54,0x20000fa5,16,1,3735928559
287,0x08003704,prvIdleTask,0.537,0x20002de8,2,0,3735928559
288,memset,"<ucHeap+18832>,",0.139,0x20004192,64,0,3735928559
289,memset,"<ucHeap+5272>,",0.071,0x20006f5b,8,0,3735928559
290,0x08022f32,vPortExitCritical,0.669,0x20004b24,32,0,3735928559
291,0x08003370,vTaskSwitchContext,0.727,0x20004817,1,0,3735928559
292,0x08011e5e,prvInitialiseNewTask_dup,0.824,0x20008b9e,4,0,3735928559
293,memset,"<xStack>,",0.312,0x2000cedc,128,0,3735928559
294,0x080129c0,prvAddNewTaskToReadyList_dup,0.162,0x20006b30,128,0,3735928559
295,0x0800396a,xQueueReceive_ret_dup,0.912,0x20003663,32,0,3735928559
296,0x0800f45c,prvCheckTasksWaitingTermination_dup,0.284,0x2000867c,128,0,3735928559
297,0x08015e44,crc32buf_ret_dup,0.51,0x2000cb5f,8,0,3735928559
298,0x08002362,xTaskIncrementTick,0.96,0x20007327,1,0,3735928559
299,0x08001314,xTaskResumeAll,0.112,0x2000789f,2,0,3735928559
300,0x0800fdd4,xTaskCreateStatic_ret_dup,0.572,0x2000660a,16,0,3735928559
301,memset,"<xStack>,",0.469,0x2000726c,4,0,3735928559
302,0x080097b2,prvAddCurrentTaskToDelayedList_dup,0.792,0x2000cd13,128,0,3735928559
303,0x080001bc,memset,0.678,0x2000035c,2,1,3735928559
304,0x08015f1e,crc32buf_ret_dup,0.367,0x2000acc6,8,0,3735928559
305,0x08011eb4,prvInitialiseNewTask_dup,0.786,0x20001abf,64,1,3735928559
306,0x080036a2,prvIdleTask,0.413,0x2000557a,64,0,3735928559
307,0x0800350e,vBackupSig,0.659,0x20003fd2,16,0,3735928559
308,0x08015efe,crc32buf_ret_dup,0.763,0x20009f64,32,0,3735928559
309,0x080025a8,xTaskIncrementTick,0.27,0x20002419,2,1,3735928559
310,0x08009cee,prvAddCurrentTaskToDelayedList_dup,0.393,0x20006199,1,0,3735928559
311,0x08005996,xTaskGetSchedulerState_ret_dup,0.415,0x20006697,32,0,3735928559
312,0x0800f3ea,prvCheckTasksWaitingTermination_dup,0.309,0x200040f1,64,0,3735928559
313,0x080110a0,vQueueAddToRegistry_dup,0.942,0x2000079e,64,1,3735928559
314,0x080035ec,vBackupRestoreCallVoidFunction,0.111,0x20000414,16,1,3735928559
315,memset,"<xStack>,",0.54,0x200032b1,4,0,3735928559
316,0x0800f42c,prvCheckTasksWaitingTermination_dup,0.265,0x2000667d,128,0,3735928559
317,0x080067ee,vTaskSuspendAll_dup,0.954,0x20001ac0,128,1,3735928559
318,0x08011e72,prvInitialiseNewTask_dup,0.8,0x20007619,8,0,3735928559
319,0x0800f482,prvCheckTasksWaitingTermination_dup,0.612,0x20006137,2,0,3735928559
320,0x0800bfb4,xQueueGenericSend_ret_dup,0.436,0x200036cb,2,0,3735928559
321,0x0800c0ba,xQueueGenericSend_ret_dup,0.496,0x200025da,4,1,3735928559
322,memset,"<ucHeap+13568>,",0.108,0x20000bde,64,1,3735928559
323,0x08015ed8,crc32buf_ret_dup,0.766,0x2000caba,128,0,3735928559
324,0x08022f42,vPortExitCritical,0.871,0x2000576c,1,0,3735928559
325,0x0800f5f2,vListInitialise_dup,0.05,0x200095bd,1,0,3735928559
326,0x08015f0e,crc32buf_ret_dup,0.637,0x20007be5,2,0,3735928559
327,memset,"<xStack>,",0.459,0x20005a5c,64,0,3735928559
328,0x0801662a,fnTestQueue2_dup,0.415,0x200017d2,4,1,3735928559
329,0x0800daae,prvCopyDataToQueue_ret_dup,0.649,0x20006307,32,0,3735928559
330,0x080036dc,prvIdleTask,0.915,0x20003282,1,0,3735928559
331,memset,"<xStack>,",0.252,0x20004545,128,0,3735928559
332,0x0802483c,Reset_Handler,0.021,0x20007e76,1,0,3735928559
333,0x080047a0,uxListRemove_ret_dup,0.908,0x2000cc8d,16,0,3735928559
334,0x08001336,xTaskResumeAll,0.599,0x2000bce3,4,0,3735928559
